Unique ID,Date of Collection,Collector Name,Source Platform,Source Publication,Original Date,Title/Headline,URL,Search Query Used,Fraud Category,Fraud Subcategory,Narrative Type,TXT File Name,Notes
NA-10851,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"30 December, 1981","S.P. Gupta vs Union Of India & Anr on 30 December, 1981",https://indiankanoon.org/doc/112850760/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,VICTIM,NA-10851.txt,Court: Supreme Court of India | Doc ID: 112850760
NA-10852,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"10 April, 2008","Ashoka Kumar Thakur vs Union Of India & Ors on 10 April, 2008",https://indiankanoon.org/doc/63489929/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,VICTIM,NA-10852.txt,Court: Supreme Court of India | Doc ID: 63489929
NA-10853,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"1 July, 1985","Maharao Sahib Sri Bhim Singhji Etc. Etc vs Union Of India And Ors. Etc. Etc on 1 July, 1985",https://indiankanoon.org/doc/693176/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,NEAR-MISS,NA-10853.txt,Court: Supreme Court of India | Doc ID: 693176
NA-10854,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"4 January, 1996","Mrs. Valsamma Paul vs Cochin University And Others on 4 January, 1996",https://indiankanoon.org/doc/4735043/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10854.txt,Court: Supreme Court of India | Doc ID: 4735043
NA-10855,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"11 October, 1977","State Of Karnataka And Anr Etc vs Shri Ranganatha Reddy & Anr. Etc on 11 October, 1977",https://indiankanoon.org/doc/1474119/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,NEAR-MISS,NA-10855.txt,Court: Supreme Court of India | Doc ID: 1474119
NA-10856,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"18 April, 1995","Director Of Tribal Welfare, Government ... vs Laveti Giri And Another on 18 April, 1995",https://indiankanoon.org/doc/632326/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10856.txt,Court: Supreme Court of India | Doc ID: 632326
NA-10857,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"13 November, 1980","Maharao Sahib Shri Bhim Singhji Ors. vs Union Of India (Uoi) And Ors. on 13 November, 1980",https://indiankanoon.org/doc/179426437/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,NEAR-MISS,NA-10857.txt,Court: Supreme Court of India | Doc ID: 179426437
NA-10858,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 March, 1968","State Of Andhra Pradesh & Anr vs P. Sagar on 27 March, 1968",https://indiankanoon.org/doc/27045/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,NEAR-MISS,NA-10858.txt,Court: Supreme Court of India | Doc ID: 27045
NA-10859,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"13 November, 1980","Maharao Sahib Shri Bhim Singhji vs Union Of India on 13 November, 1980",https://indiankanoon.org/doc/766077/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,NEAR-MISS,NA-10859.txt,Court: Supreme Court of India | Doc ID: 766077
NA-10860,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"30 September, 1963","D.G. Viswanath vs Chief Secretary To The Government Of ... on 30 September, 1963",https://indiankanoon.org/doc/1977916/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,NEAR-MISS,NA-10860.txt,Court: Karnataka High Court | Doc ID: 1977916
NA-10861,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 May, 2015","Gurdeep Singh And Ors vs Punjab State Power Corporation Ltd And ... on 27 May, 2015",https://indiankanoon.org/doc/43954736/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,NEAR-MISS,NA-10861.txt,Court: Punjab-Haryana High Court | Doc ID: 43954736
NA-10862,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Dilip Madhukar Patil vs The State Of Maharashtra Thru Chief ... on 27 June, 2019",https://indiankanoon.org/doc/113422571/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10862.txt,Court: Bombay High Court | Doc ID: 113422571
NA-10863,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"4 January, 1996","Mrs. Valsammapaul Etc vs Cochin University And Ors. Etc on 4 January, 1996",https://indiankanoon.org/doc/828643/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10863.txt,Court: Supreme Court of India | Doc ID: 828643
NA-10864,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Shri. Sanjeet Shukla vs The State Of Maharashtra And 3 Ors. And ... on 27 June, 2019",https://indiankanoon.org/doc/146191673/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10864.txt,Court: Bombay High Court | Doc ID: 146191673
NA-10865,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Uday Govindraj Dhople And Anr vs State Of Maharashtra And Anr on 27 June, 2019",https://indiankanoon.org/doc/84177176/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10865.txt,Court: Bombay High Court | Doc ID: 84177176
NA-10866,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Mohammad Sayeed Noori And Ors vs The State Of Maharashtra Thru Chief ... on 27 June, 2019",https://indiankanoon.org/doc/45204858/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10866.txt,Court: Bombay High Court | Doc ID: 45204858
NA-10867,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"17 January, 2004","Imran Ali Rajabhai Polara vs State Of Gujarat on 17 January, 2004",https://indiankanoon.org/doc/1141879/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,NEAR-MISS,NA-10867.txt,Court: Gujarat High Court | Doc ID: 1141879
NA-10868,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"19 March, 2013","Hawkins Cookers Mazdor Union And ... vs Conciliation Officer And Another on 19 March, 2013",https://indiankanoon.org/doc/163602588/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10868.txt,Court: Allahabad High Court | Doc ID: 163602588
NA-10869,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"25 July, 1995","Chatradhar Sharma And Ors. vs State Of Rajasthan And Ors. on 25 July, 1995",https://indiankanoon.org/doc/1546215/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,VICTIM,NA-10869.txt,Court: Rajasthan High Court - Jaipur | Doc ID: 1546215
NA-10870,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"20 March, 1995","B. Seenaiah vs Health University, Vijayawada And ... on 20 March, 1995",https://indiankanoon.org/doc/531372/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10870.txt,Court: Andhra HC (Pre-Telangana) | Doc ID: 531372
NA-10871,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"22 January, 2018","Babasaheb Navnath Dhakane And Ors vs The State Of Mah And Ors on 22 January, 2018",https://indiankanoon.org/doc/54138425/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,NEAR-MISS,NA-10871.txt,Court: Bombay High Court | Doc ID: 54138425
NA-10872,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"10 April, 2008","Ashoka Kumar Thakur vs Union Of India And Ors on 10 April, 2008",https://indiankanoon.org/doc/1219385/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,VICTIM,NA-10872.txt,Court: Supreme Court of India | Doc ID: 1219385
NA-10873,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Mohammad Sayeed Noori And Ors vs The State Of Maharashtra Thru Chief ... on 27 June, 2019",https://indiankanoon.org/doc/53445169/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10873.txt,Court: Bombay High Court | Doc ID: 53445169
NA-10874,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"1 December, 1999","A. Prathyusha vs Registrar, Ntr University Of Health ... on 1 December, 1999",https://indiankanoon.org/doc/375446/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10874.txt,Court: Andhra HC (Pre-Telangana) | Doc ID: 375446
NA-10875,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Ketan Tirodkar vs State Of Maharashtra, Through Chief ... on 27 June, 2019",https://indiankanoon.org/doc/16255271/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10875.txt,Court: Bombay High Court | Doc ID: 16255271
NA-10876,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Shri. Sanjeet Shukla vs The State Of Maharashtra And 3 Ors. And ... on 27 June, 2019",https://indiankanoon.org/doc/102344011/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10876.txt,Court: Bombay High Court | Doc ID: 102344011
NA-10877,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Sanjeet R. Shukla vs The State Of Maharashtra on 27 June, 2019",https://indiankanoon.org/doc/80932621/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10877.txt,Court: Bombay High Court | Doc ID: 80932621
NA-10878,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Uday Govindraj Dhople And Anr vs State Of Maharashtra And Anr on 27 June, 2019",https://indiankanoon.org/doc/120691313/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10878.txt,Court: Bombay High Court | Doc ID: 120691313
NA-10879,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Syed Imtiyaz Jaleel vs The State Of Maharashtra Through Its ... on 27 June, 2019",https://indiankanoon.org/doc/194680574/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10879.txt,Court: Bombay High Court | Doc ID: 194680574
NA-10880,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Vaibhav Dhondiram Kadam vs The State Of Maharashtra, Through Its ... on 27 June, 2019",https://indiankanoon.org/doc/184075630/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10880.txt,Court: Bombay High Court | Doc ID: 184075630
NA-10881,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Dr. Sudhir Ranade vs The State Of Maharashtra And Ors on 27 June, 2019",https://indiankanoon.org/doc/53778766/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10881.txt,Court: Bombay High Court | Doc ID: 53778766
NA-10882,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Mrunal Dhole Patil And Anr vs State Of Maharashtra And Ors on 27 June, 2019",https://indiankanoon.org/doc/68980534/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10882.txt,Court: Bombay High Court | Doc ID: 68980534
NA-10883,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Sanjeet R. Shukla vs The State Of Maharashtra And Prafull ... on 27 June, 2019",https://indiankanoon.org/doc/155103845/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10883.txt,Court: Bombay High Court | Doc ID: 155103845
NA-10884,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Ketan Tirodkar vs State Of Maharashtra, Through Chief ... on 27 June, 2019",https://indiankanoon.org/doc/74606790/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10884.txt,Court: Bombay High Court | Doc ID: 74606790
NA-10885,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Prof. R. Raosaheb Kasbe And Ors vs Save Democracy Foundation And Ors on 27 June, 2019",https://indiankanoon.org/doc/153458629/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10885.txt,Court: Bombay High Court | Doc ID: 153458629
NA-10886,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Save Democracy Foundation And Ors vs State Of Maharashtra Through Its Chief ... on 27 June, 2019",https://indiankanoon.org/doc/137807784/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10886.txt,Court: Bombay High Court | Doc ID: 137807784
NA-10887,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Uday Govindraj Dhople And Anr vs State Of Maharashtra And Anr on 27 June, 2019",https://indiankanoon.org/doc/181637458/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10887.txt,Court: Bombay High Court | Doc ID: 181637458
NA-10888,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Dr. Roshani Sanjay Manek And Anr vs State Of Maharashtra And Anr on 27 June, 2019",https://indiankanoon.org/doc/90109733/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10888.txt,Court: Bombay High Court | Doc ID: 90109733
NA-10889,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Ketan Tirodkar vs State Of Maharashtra, Through Chief ... on 27 June, 2019",https://indiankanoon.org/doc/123866523/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10889.txt,Court: Bombay High Court | Doc ID: 123866523
NA-10890,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Ajinath Tulsiram Kadam vs The State Of Maharashtra Thru Chief ... on 27 June, 2019",https://indiankanoon.org/doc/189089099/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10890.txt,Court: Bombay High Court | Doc ID: 189089099
NA-10891,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Uday Govindraj Dhople And Anr vs State Of Maharashtra And Anr on 27 June, 2019",https://indiankanoon.org/doc/63570615/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10891.txt,Court: Bombay High Court | Doc ID: 63570615
NA-10892,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Ajinath Tulsiram Kadam vs The State Of Maharashtra Thru Chief ... on 27 June, 2019",https://indiankanoon.org/doc/143161970/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10892.txt,Court: Bombay High Court | Doc ID: 143161970
NA-10893,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Rajesh A. Tekale vs The State Of Maharashtra Thru Chief ... on 27 June, 2019",https://indiankanoon.org/doc/74027011/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10893.txt,Court: Bombay High Court | Doc ID: 74027011
NA-10894,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Syed Saleem Syed Ali vs The State Of Maharashtra Through The ... on 27 June, 2019",https://indiankanoon.org/doc/13675753/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10894.txt,Court: Bombay High Court | Doc ID: 13675753
NA-10895,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Shri. Sanjeet Shukla vs The State Of Maharashtra And 3 Ors on 27 June, 2019",https://indiankanoon.org/doc/14109279/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10895.txt,Court: Bombay High Court | Doc ID: 14109279
NA-10896,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Rajesh A. Tekale vs The State Of Maharashtra Thru Chief ... on 27 June, 2019",https://indiankanoon.org/doc/75276672/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10896.txt,Court: Bombay High Court | Doc ID: 75276672
NA-10897,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Kailas Khandbahale vs The State Of Maharashtra Thru Chief ... on 27 June, 2019",https://indiankanoon.org/doc/61267359/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10897.txt,Court: Bombay High Court | Doc ID: 61267359
NA-10898,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Shri. Dilip Prabhakar Aloni vs State Of Maharashtra, Through Chief ... on 27 June, 2019",https://indiankanoon.org/doc/197172779/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10898.txt,Court: Bombay High Court | Doc ID: 197172779
NA-10899,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Akhil Bhartiya Maratha Mahasangh, ... vs Rajaram Tukaram Kharat on 27 June, 2019",https://indiankanoon.org/doc/133821073/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10899.txt,Court: Bombay High Court | Doc ID: 133821073
NA-10900,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Sanjeet R. Shukla vs The State Of Maharashtra on 27 June, 2019",https://indiankanoon.org/doc/189809273/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10900.txt,Court: Bombay High Court | Doc ID: 189809273
NA-10901,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Mrunal Dhole Patil And Anr vs State Of Maharashtra And Ors on 27 June, 2019",https://indiankanoon.org/doc/88897925/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10901.txt,Court: Bombay High Court | Doc ID: 88897925
NA-10902,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Uday Govindraj Dhople And Anr vs State Of Maharashtra And Anr And ... on 27 June, 2019",https://indiankanoon.org/doc/43089913/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10902.txt,Court: Bombay High Court | Doc ID: 43089913
NA-10903,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Prof. Dr. S.M. Dahiwale vs Save Democracy Foundation And Ors on 27 June, 2019",https://indiankanoon.org/doc/105157126/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10903.txt,Court: Bombay High Court | Doc ID: 105157126
NA-10904,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Syed Saleem Syed Ali vs The State Of Maharashtra Through The ... on 27 June, 2019",https://indiankanoon.org/doc/3723632/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10904.txt,Court: Bombay High Court | Doc ID: 3723632
NA-10905,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Uday Govindraj Dhople And Anr vs State Of Maharashtra And Anr And ... on 27 June, 2019",https://indiankanoon.org/doc/143391507/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10905.txt,Court: Bombay High Court | Doc ID: 143391507
NA-10906,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Sanjeet R. Shukla vs The State Of Maharashtra And Prashant ... on 27 June, 2019",https://indiankanoon.org/doc/34106055/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10906.txt,Court: Bombay High Court | Doc ID: 34106055
NA-10907,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Sanjeet R. Shukla vs The State Of Maharashtra And Vaibhav ... on 27 June, 2019",https://indiankanoon.org/doc/159869768/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10907.txt,Court: Bombay High Court | Doc ID: 159869768
NA-10908,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Vaibhav Dhondiram Kadam vs The State Of Maharashtra, Through Its ... on 27 June, 2019",https://indiankanoon.org/doc/191953282/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10908.txt,Court: Bombay High Court | Doc ID: 191953282
NA-10909,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Maratha-Muslim Aarakshan Kruti ... vs Shri Anil Shankar Thanekar on 27 June, 2019",https://indiankanoon.org/doc/59752339/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10909.txt,Court: Bombay High Court | Doc ID: 59752339
NA-10910,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","The Indian Constitutionlist Council, ... vs The Chief Minister Of State Of ... on 27 June, 2019",https://indiankanoon.org/doc/143960761/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10910.txt,Court: Bombay High Court | Doc ID: 143960761
NA-10911,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Sanjeet R. Shukla vs The State Of Maharashtra on 27 June, 2019",https://indiankanoon.org/doc/164104857/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10911.txt,Court: Bombay High Court | Doc ID: 164104857
NA-10912,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","P. A. Inamdar vs Rajaram Tukaram Kharat on 27 June, 2019",https://indiankanoon.org/doc/162200015/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10912.txt,Court: Bombay High Court | Doc ID: 162200015
NA-10913,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Rajaram Tukaram Kharat vs The State Of Maharashtra And Ors on 27 June, 2019",https://indiankanoon.org/doc/199400289/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10913.txt,Court: Bombay High Court | Doc ID: 199400289
NA-10914,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Sanjeet R. Shukla vs The State Of Maharashtra And Balasaheb ... on 27 June, 2019",https://indiankanoon.org/doc/35656137/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10914.txt,Court: Bombay High Court | Doc ID: 35656137
NA-10915,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Shri. Sanjeet Shukla vs The State Of Maharashtra And 3 Ors.And ... on 27 June, 2019",https://indiankanoon.org/doc/8635451/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10915.txt,Court: Bombay High Court | Doc ID: 8635451
NA-10916,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Doodhnath Vishveshwar Saroj And Anr vs State Of Maharashtra And 2 Ors on 27 June, 2019",https://indiankanoon.org/doc/196669588/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10916.txt,Court: Bombay High Court | Doc ID: 196669588
NA-10917,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Vishnuji P. Mishra vs The State Of Maharashtra on 27 June, 2019",https://indiankanoon.org/doc/39963464/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10917.txt,Court: Bombay High Court | Doc ID: 39963464
NA-10918,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Syed Saleem Syed Ali vs The State Of Maharashtra Through The ... on 27 June, 2019",https://indiankanoon.org/doc/133515610/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10918.txt,Court: Bombay High Court | Doc ID: 133515610
NA-10919,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 June, 2019","Shri. Anil Shankar Thanekar vs The Chief Minister, State Of ... on 27 June, 2019",https://indiankanoon.org/doc/17020199/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,THIRD-PARTY,NA-10919.txt,Court: Bombay High Court | Doc ID: 17020199
NA-10920,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"22 May, 2023","Mr Giselle D Mehta vs Union Of India on 22 May, 2023",https://indiankanoon.org/doc/132142580/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,VICTIM,NA-10920.txt,Court: Karnataka High Court | Doc ID: 132142580
NA-10921,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"22 January, 2018","Swapnil Bhaskarrao Nikam vs The State Of Maharashtra And Anr on 22 January, 2018",https://indiankanoon.org/doc/192472329/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,NEAR-MISS,NA-10921.txt,Court: Bombay High Court | Doc ID: 192472329
NA-10922,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"22 January, 2018","Nitin Devendra Padwal And Ors vs State Of Mah And Ors on 22 January, 2018",https://indiankanoon.org/doc/87837698/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,NEAR-MISS,NA-10922.txt,Court: Bombay High Court | Doc ID: 87837698
NA-10923,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"22 January, 2018","Mahesh Sampatrao Rakh vs State Of Mah, Thr. Environment And ... on 22 January, 2018",https://indiankanoon.org/doc/182164332/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,NEAR-MISS,NA-10923.txt,Court: Bombay High Court | Doc ID: 182164332
NA-10924,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"22 January, 2018","Pradeep Ganpatrao Karad vs The State Of Maharashtra And Ors on 22 January, 2018",https://indiankanoon.org/doc/112758548/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,NEAR-MISS,NA-10924.txt,Court: Bombay High Court | Doc ID: 112758548
NA-10925,2026-03-31,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"3 June, 2016","Smt. Janni Ganga.....Writ vs And on 3 June, 2016",https://indiankanoon.org/doc/102675818/,social engineering fraud,Social Engineering and Romance/Sextortion,Social Engineering,NEAR-MISS,NA-10925.txt,Court: Andhra HC (Pre-Telangana) | Doc ID: 102675818
